DateTime,Baseline_Chla,Climate_Chla
2013-08-16,67.125891352256,62.4754420256559
2013-08-17,69.9769422076617,66.659295859745
2013-08-18,72.5592687482484,71.6377002660791
2013-08-19,69.0771365565597,75.7950951191639
2013-08-20,67.5308802711659,65.5800521000766
2013-08-21,63.5702303151795,62.6436939820885
2013-08-22,61.0669878344045,60.7934495574593
2013-08-23,63.1104190450109,64.5588175104369
2013-08-24,66.6955834540004,68.6369101801005
2013-08-25,62.09618657353,65.3527373422825
2013-08-26,60.5461919216598,62.2727094265389
2013-08-27,64.1969804431005,65.0597451628516
2013-08-28,64.3855218805281,64.097204137408
2013-08-29,65.4017884947616,67.3474540311443
2013-08-30,68.3530351772287,68.7424044034755
2013-08-31,64.500660662293,66.4044414320821
2013-09-01,67.4481570154568,70.3189378452829
2013-09-02,62.6401860526298,63.3706733157194
2013-09-03,61.394093286576,62.6806481754013
2013-09-04,61.617829435584,63.8478075987566
2013-09-05,59.0860364660379,59.3288703799727
2013-09-06,61.7794223483204,60.9244058117275
2013-09-07,57.0942621562684,56.5029098208473
2013-09-08,56.4683464184058,57.1167817540173
2013-09-09,53.7336082336585,53.7133281649215
2013-09-10,52.2817593765324,52.8227492300854
2013-09-11,50.1765723385246,49.0388597976967
2013-09-12,51.1659385732829,49.4282520196349
2013-09-13,49.0392514190848,46.2275345042099
2013-09-14,51.6675693819918,46.7769535696114
2013-09-15,48.6748677735447,44.9063850797729
2013-09-16,47.1290481895646,43.2354910536132
2013-09-17,49.0532997087135,44.6244414046635
2013-09-18,47.3585552292703,42.2542876986815
2013-09-19,46.1961684944704,40.9393451267344
2013-09-20,45.8115263982573,40.8601371251245
2013-09-21,45.6328310414257,40.2853878239389
2013-09-22,45.0233369556097,39.4280463534353
2013-09-23,51.781404014267,43.3793335325009
2013-09-24,44.7950249934978,39.0271374374757
2013-09-25,47.8523827811376,40.7235546881236
2013-09-26,45.7798027806305,39.2897143325353
2013-09-27,45.3781211827305,40.2532103885514
2013-09-28,44.0176522255764,38.2035494752593
2013-09-29,41.808572533024,36.711699593291
2013-09-30,51.0781274088005,45.4005653938196
2013-10-01,40.1613663748977,35.6110127027558
2013-10-02,39.848736468876,35.3561726575742
2013-10-03,40.5657392718081,35.2573200768291
2013-10-04,39.3738270226554,35.7813512395306
2013-10-05,41.639987985087,37.8660289202202
2013-10-06,40.3327306411195,35.2542156016242
2013-10-07,38.9205973618932,33.8604191325627
2013-10-08,37.6236643607753,33.1574951118079
2013-10-09,37.635041619734,32.9746875211154
2013-10-10,38.5699178001778,33.5152402783334
2013-10-11,37.7179859180284,32.9189845667516
2013-10-12,36.3864708300602,31.281165814645
2013-10-13,35.9954910297859,30.5398917621471
2013-10-14,36.3273536472865,30.3400574910072
2013-10-15,35.0534516865226,29.7907722051917
2013-10-16,33.7874725281681,28.8571337407584
2013-10-17,32.7416016545807,28.1495571079358
2013-10-18,32.1323866679535,27.6745282158639
2013-10-19,31.2913018175793,27.2246385588609
2013-10-20,30.2930321060849,26.5638738495559
2013-10-21,29.6855108326903,26.0386383497075
2013-10-22,29.0200933205168,25.6009771711026
2013-10-23,28.3968007539896,25.1215790699402
2013-10-24,27.9226515657093,24.6894454381065
2013-10-25,27.4930038068213,24.2962468709342
2013-10-26,27.2060123782734,24.0332227302208
2013-10-27,26.8999280647866,23.7693063639689
2013-10-28,26.6832121648278,23.5753394642376
2013-10-29,26.4156098607065,23.3128537766639
2013-10-30,26.0241144871963,22.9287569323537
2013-10-31,26.1809165785557,22.7310502137113
2013-11-01,26.3627578767327,23.1656621872768
2013-11-02,24.9242619567493,21.891763066284
2013-11-03,24.6521054443354,21.6381109021097
2013-11-04,24.388601644567,21.3947530649768
2013-11-05,24.0094030982401,21.0380041640628
2013-11-06,23.7351009041507,20.7824747988286
2013-11-07,23.2455637116499,20.3147292628727
2013-11-08,22.9661898337796,20.057130965973
2013-11-09,22.733879728076,19.8596900245693
2013-11-10,22.499571790222,19.6286891802203
2013-11-11,22.3017398113753,19.4455544879448
2013-11-12,21.99255144515,19.1478354400463
2013-11-13,21.7883065163775,18.9646901217174
2013-11-14,21.5941560565857,18.7887721536052
2013-11-15,21.401035396813,18.6237203246709
2013-11-16,21.244417287827,18.4802148409689
2013-11-17,20.9738682277992,18.2210105658613
2013-11-18,20.7205742905679,17.9865726868971
2013-11-19,20.5260044878997,17.8080318234678
2013-11-20,20.3565588544918,17.6550488769254
2013-11-21,20.1116511334427,17.4334293078779
2013-11-22,19.9818377388694,17.262915765192
2013-11-23,19.6586433143169,17.0099445553814
2013-11-24,19.4811508982606,16.8457119640639
2013-11-25,19.3037727368479,16.6848884732081
2013-11-26,19.0950353149227,16.4918725929434
2013-11-27,18.891538172551,16.3039385227063
2013-11-28,18.7174757728009,16.1439895925647
2013-11-29,18.5194397946614,15.9620881964879
2013-11-30,18.3729385573648,15.8245291236248
2013-12-01,18.2200866695427,15.6881485002624
2013-12-02,18.0880151652021,15.5656217480143
2013-12-03,17.9279269151536,15.4152133614959
2013-12-04,17.7585104193208,15.2621891473087
2013-12-05,17.5840583145615,15.1067048416972
2013-12-06,17.4481580189144,14.982400691889
2013-12-07,17.3225432051966,14.8648807046188
2013-12-08,17.2211186917568,14.7628823033816
2013-12-09,17.0484998672049,14.6069760827078
2013-12-10,16.9253974189065,14.491577595045
2013-12-11,16.8012475973105,14.3778892688996
2013-12-12,16.6880081963453,14.2811811715085
2013-12-13,16.5407603303468,14.1775350466478
2013-12-14,16.3863618171285,14.0776027454848
2013-12-15,16.2283644154177,13.9668901275242
2013-12-16,16.076066225283,13.8665890679632
2013-12-17,15.8976168532027,13.7263699502171
2013-12-18,15.7481532420786,13.618522465924
2013-12-19,15.5981935966413,13.4990529514199
2013-12-20,15.4522626200327,13.380499357061
2013-12-21,15.3200878408323,13.2688078868823
2013-12-22,15.2054572883251,13.1706073000326
2013-12-23,15.0634684987897,13.060346745616
2013-12-24,14.7527472871427,12.8016340256284
2013-12-25,14.6111177367677,12.6830939412984
2013-12-26,14.4566688059348,12.55290691091
2013-12-27,14.3078799208406,12.4242291802773
2013-12-28,14.1537032392602,12.2986419268729
2013-12-29,14.0153117928757,12.1817719449716
2013-12-30,13.8589465280726,12.0485792180408
2013-12-31,13.7195036336298,11.9295800889863
2014-01-01,13.5875943062076,11.807954136788
